dish,net,Estimated_GI,net_cleaned,Net_Carbs,GL
Soup, 100 g,50.0,100.0,30.0,15.0
Cereal," 75 g
",50.0,75.0,22.5,11.25
Ham sausage," 40 g
",50.0,40.0,12.0,6.0
Melon, 177 g,50.0,177.0,53.1,26.55
Rice," 70 g
",50.0,70.0,21.0,10.5
Fish," 60 g
",50.0,60.0,18.0,9.0
Bamboo shoot," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 30 g
",50.0,30.0,9.0,4.5
Borscht soup," 50 g
",50.0,50.0,15.0,7.5
Corn, 70 g,50.0,70.0,21.0,10.5
Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 70 g
",50.0,70.0,21.0,10.5
Bamboo shoots," 50 g
",50.0,50.0,15.0,7.5
Dried egg," 25 g
",30.0,25.0,7.5,2.25
Crab," 60 g
",50.0,60.0,18.0,9.0
Soup, 300 g,50.0,300.0,90.0,45.0
Rice," 150 g
",50.0,150.0,45.0,22.5
Ham sausage," 40 g
",50.0,40.0,12.0,6.0
Pickled cabbage," 7.5 g
",50.0,7.5,2.25,1.125
Peach, 430 g,50.0,430.0,129.0,64.5
Noodles," 90 g
",50.0,90.0,27.0,13.5
Ham sausage," 40 g
",50.0,40.0,12.0,6.0
Mangosteen, 47 g,50.0,47.0,14.1,7.05
Bread," 55 g
",50.0,55.0,16.5,8.25
Shrimp," 86 g
",50.0,86.0,25.8,12.9
Biscuit, 20 g,50.0,20.0,6.0,3.0
Bread," 114 g
",50.0,114.0,34.199999999999996,17.099999999999998
Ham sausage," 40 g
",50.0,40.0,12.0,6.0
Shrimp, 74 g,50.0,74.0,22.2,11.1
Noodles," 120 g
",50.0,120.0,36.0,18.0
Eel shreds," 75 g
",50.0,75.0,22.5,11.25
Vegetable," 25 g
",50.0,25.0,7.5,3.75
Egg, 50 g,30.0,50.0,15.0,4.5
Rice," 100 g
",50.0,100.0,30.0,15.0
Radish," 25 g
",50.0,25.0,7.5,3.75
Bean," 50 g
",50.0,50.0,15.0,7.5
Shrimp," 47 g
",50.0,47.0,14.1,7.05
Fish," 110 g
",50.0,110.0,33.0,16.5
Dried fish fillet, 10 g,50.0,10.0,3.0,1.5
Cereal," 75 g
",50.0,75.0,22.5,11.25
Milk," 250 ml
",50.0,250.0,75.0,37.5
Fish intestines," 60 g
",50.0,60.0,18.0,9.0
Yellow peach, 300 g,50.0,300.0,90.0,45.0
Biscuits," 57 g
",50.0,57.0,17.099999999999998,8.549999999999999
Dried pork," 20 g
",0.0,20.0,6.0,0.0
Fish intestines," 15 g
",50.0,15.0,4.5,2.25
Melon, 290 g,50.0,290.0,87.0,43.5
Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 110 g
",50.0,110.0,33.0,16.5
Fried egg with water bamboo," 50 g
",30.0,50.0,15.0,4.5
Beef with onion," 80 g
",50.0,80.0,24.0,12.0
Egg soup, 100 g,30.0,100.0,30.0,9.0
Cereal," 100 g
",50.0,100.0,30.0,15.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Fish intestines, 45 g,50.0,45.0,13.5,6.75
Rice," 75 g
",50.0,75.0,22.5,11.25
Beef," 100 g
",50.0,100.0,30.0,15.0
Water bamboo, 50 g,50.0,50.0,15.0,7.5
Noodles, 130 g,50.0,130.0,39.0,19.5
Cereal," 60 g
",50.0,60.0,18.0,9.0
Milk, 250 ml,50.0,250.0,75.0,37.5
Steamed beef bun, 144 g,50.0,144.0,43.199999999999996,21.6
Fish intestines," 15 g
",50.0,15.0,4.5,2.25
Beer," 100 ml
",50.0,100.0,30.0,15.0
Noodles," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Cake, 50 g,50.0,50.0,15.0,7.5
Vegetable cake, 140 g,50.0,140.0,42.0,21.0
Rice," 120 g
",50.0,120.0,36.0,18.0
Cake," 60 g
",50.0,60.0,18.0,9.0
Peach," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Pineapple, 120 g,50.0,120.0,36.0,18.0
Crab," 120 g
",50.0,120.0,36.0,18.0
Vegetable, 70 g,50.0,70.0,21.0,10.5
Pancake," 214 g
",50.0,214.0,64.2,32.1
Plum, 245 g,50.0,245.0,73.5,36.75
Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Pork soup, 50 g,0.0,50.0,15.0,0.0
Plum," 210 g
",50.0,210.0,63.0,31.5
Watermelon, 340 g,50.0,340.0,102.0,51.0
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Tofu," 100 g
",50.0,100.0,30.0,15.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Crawfish," 20 g
",50.0,20.0,6.0,3.0
Bean cake," 75 g
",50.0,75.0,22.5,11.25
Spring roll," 40 g
",50.0,40.0,12.0,6.0
Steamed meat bun, 25 g,50.0,25.0,7.5,3.75
Rice," 150 g
",50.0,150.0,45.0,22.5
Laver, 8 g,50.0,8.0,2.4,1.2
Rice," 150 g
",50.0,150.0,45.0,22.5
Shrimp," 50 g
",50.0,50.0,15.0,7.5
Laver," 8 g
",50.0,8.0,2.4,1.2
Plum, 350 g,50.0,350.0,105.0,52.5
Plum, 375 g,50.0,375.0,112.5,56.25
Rice," 100 g
",50.0,100.0,30.0,15.0
Vegetable," 80 g
",50.0,80.0,24.0,12.0
Pork, 80 g,0.0,80.0,24.0,0.0
Rice," 150 g
",50.0,150.0,45.0,22.5
Pork," 70 g
",0.0,70.0,21.0,0.0
Laver, 8 g,50.0,8.0,2.4,1.2
Rice cake," 190 g
",50.0,190.0,57.0,28.5
Pork," 90 g
",0.0,90.0,27.0,0.0
Plum, 60 g,50.0,60.0,18.0,9.0
Rice," 60 g
",50.0,60.0,18.0,9.0
Shellfish," 32 g
",50.0,32.0,9.6,4.8
Fish," 76 g
",50.0,76.0,22.8,11.4
Vegetable, 150 g,50.0,150.0,45.0,22.5
Cheese bun, 192 g,50.0,192.0,57.599999999999994,28.799999999999997
Wonton," 300 g
",72.5,300.0,90.0,65.25
Grape, 100 g,50.0,100.0,30.0,15.0
Fish," 127 g
",50.0,127.0,38.1,19.05
Milk tea, 593 g,50.0,593.0,177.9,88.95
Pancake, 254 g,50.0,254.0,76.2,38.1
Chicken," 150 g
",50.0,150.0,45.0,22.5
Grape," 120 g
",50.0,120.0,36.0,18.0
Watermelon, 317 g,50.0,317.0,95.1,47.55
Rice cake," 42 g
",50.0,42.0,12.6,6.3
Crab," 18 g
",50.0,18.0,5.3999999999999995,2.7
Vegetable," 120 g
",50.0,120.0,36.0,18.0
Beef," 23 g
",50.0,23.0,6.8999999999999995,3.45
Egg," 19 g
",30.0,19.0,5.7,1.71
Chicken feet, 14 g,50.0,14.0,4.2,2.1
Cereal," 80 g
",50.0,80.0,24.0,12.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Ham sausage, 48 g,50.0,48.0,14.399999999999999,7.199999999999999
Bread," 70 g
",50.0,70.0,21.0,10.5
Vegetable," 110 g
",50.0,110.0,33.0,16.5
Egg," 25 g
",30.0,25.0,7.5,2.25
Potato soup, 180 g,50.0,180.0,54.0,27.0
Vegetable," 130 g
",50.0,130.0,39.0,19.5
Egg," 76 g
",30.0,76.0,22.8,6.84
Chicken feet," 12 g
",50.0,12.0,3.5999999999999996,1.7999999999999998
Beef, 22 g,50.0,22.0,6.6,3.3
Oats," 42 g
",50.0,42.0,12.6,6.3
Ham sausage," 48 g
",50.0,48.0,14.399999999999999,7.199999999999999
Milk, 250 ml,50.0,250.0,75.0,37.5
Banana, 150 g,50.0,150.0,45.0,22.5
Rice," 100 g
",50.0,100.0,30.0,15.0
Fish," 80 g
",50.0,80.0,24.0,12.0
Vegetable, 70 g,50.0,70.0,21.0,10.5
Watermelon, 358 g,50.0,358.0,107.39999999999999,53.7
Rice," 55 g
",50.0,55.0,16.5,8.25
Fish," 146 g
",50.0,146.0,43.8,21.9
Vegetable, 120 g,50.0,120.0,36.0,18.0
Oat stick," 84 g
",50.0,84.0,25.2,12.6
Banana," 84 g
",50.0,84.0,25.2,12.6
Peach, 259 g,50.0,259.0,77.7,38.85
Pumpkin porridge," 408 g
",50.0,408.0,122.39999999999999,61.2
Vegetable," 211 g
",50.0,211.0,63.3,31.65
Peach, 256 g,50.0,256.0,76.8,38.4
Rice," 60 g
",50.0,60.0,18.0,9.0
Vegetable," 170 g
",50.0,170.0,51.0,25.5
Fish, 110 g,50.0,110.0,33.0,16.5
Oat stick," 126 g
",50.0,126.0,37.8,18.9
Milk," 250 ml
",50.0,250.0,75.0,37.5
Peach, 295 g,50.0,295.0,88.5,44.25
Peach, 296 g,50.0,296.0,88.8,44.4
Fish," 196 g
",50.0,196.0,58.8,29.4
Vegetable, 200 g,50.0,200.0,60.0,30.0
Bread," 111 g
",50.0,111.0,33.3,16.65
Milk," 250 ml
",50.0,250.0,75.0,37.5
Peach, 216 g,50.0,216.0,64.8,32.4
Bread," 131 g
",50.0,131.0,39.3,19.65
Ham sausage, 48 g,50.0,48.0,14.399999999999999,7.199999999999999
Rice," 80 g
",50.0,80.0,24.0,12.0
Vegetable," 200 g
",50.0,200.0,60.0,30.0
Shrimp," 23 g
",50.0,23.0,6.8999999999999995,3.45
Soup, 190 g,50.0,190.0,57.0,28.5
Bread," 117 g
",50.0,117.0,35.1,17.55
Milk," 250 ml
",50.0,250.0,75.0,37.5
Peach, 177 g,50.0,177.0,53.1,26.55
Rice," 75 g
",50.0,75.0,22.5,11.25
Vegetable," 272 g
",50.0,272.0,81.6,40.8
Fish, 38 g,50.0,38.0,11.4,5.7
Plum, 230 g,50.0,230.0,69.0,34.5
Watermelon, 346 g,50.0,346.0,103.8,51.9
Rice," 50 g
",50.0,50.0,15.0,7.5
Vegetable," 260 g
",50.0,260.0,78.0,39.0
Fish," 35 g
",50.0,35.0,10.5,5.25
Plum, 242 g,50.0,242.0,72.6,36.3
Bread," 92 g
",50.0,92.0,27.599999999999998,13.8
Milk," 250 ml
",50.0,250.0,75.0,37.5
Plum, 279 g,50.0,279.0,83.7,41.85
Rice," 100 g
",50.0,100.0,30.0,15.0
Fish, 130 g,50.0,130.0,39.0,19.5
Orange, 263 g,50.0,263.0,78.89999999999999,39.449999999999996
Cake," 32 g
",50.0,32.0,9.6,4.8
Grape," 82 g
",50.0,82.0,24.599999999999998,12.3
Watermelon, 189 g,50.0,189.0,56.699999999999996,28.35
Bread," 152 g
",50.0,152.0,45.6,22.8
Milk," 250 ml
",50.0,250.0,75.0,37.5
Ham sausage, 48 g,50.0,48.0,14.399999999999999,7.199999999999999
Bread," 106 g
",50.0,106.0,31.799999999999997,15.899999999999999
Ham sausage, 48 g,50.0,48.0,14.399999999999999,7.199999999999999
Water chestnut, 107 g,50.0,107.0,32.1,16.05
Vegetable," 200 g
",50.0,200.0,60.0,30.0
Shrimp, 65 g,50.0,65.0,19.5,9.75
Oily bean curd and vermicelli soup, 261 g,50.0,261.0,78.3,39.15
Steak," 90 g
",50.0,90.0,27.0,13.5
Buckwheat bread, 80 g,50.0,80.0,24.0,12.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Cereal," 40 g
",50.0,40.0,12.0,6.0
Buckwheat bread, 40 g,50.0,40.0,12.0,6.0
Sandwich," 130 g
",50.0,130.0,39.0,19.5
Egg, 100 g,30.0,100.0,30.0,9.0
Sugar," 20 g
",50.0,20.0,6.0,3.0
Biscuit, 20 g,50.0,20.0,6.0,3.0
Fried egg with fungus," 100 g
",30.0,100.0,30.0,9.0
Chicken nugget," 80 g
",50.0,80.0,24.0,12.0
Shredded pork with Chinese cabbage," 100 g
",7.5,100.0,30.0,2.25
Tofu soup," 80 g
",50.0,80.0,24.0,12.0
Cake, 50 g,50.0,50.0,15.0,7.5
Green pepper," 80 g
",50.0,80.0,24.0,12.0
Cucumber, 100 g,50.0,100.0,30.0,15.0
Cake, 50 g,50.0,50.0,15.0,7.5
Egg," 50 g
",30.0,50.0,15.0,4.5
Steamed vegetable bun," 120 g
",50.0,120.0,36.0,18.0
Millet porridge, 50 g,50.0,50.0,15.0,7.5
Vegetable," 20 g
",50.0,20.0,6.0,3.0
Tofu," 50 g
",50.0,50.0,15.0,7.5
Duck," 50 g
",50.0,50.0,15.0,7.5
Vegetable and rice, 20 g,50.0,20.0,6.0,3.0
Cake, 50 g,50.0,50.0,15.0,7.5
Wonton, 150 g,72.5,150.0,45.0,32.625
Steamed pork bun," 100 g
",0.0,100.0,30.0,0.0
Egg, 100 g,30.0,100.0,30.0,9.0
Chicken leg," 50 g
",50.0,50.0,15.0,7.5
Cauliflower," 50 g
",17.5,50.0,15.0,2.625
Beef and potato, 50 g,50.0,50.0,15.0,7.5
Fried squid with celery," 100 g
",50.0,100.0,30.0,15.0
Shrimp," 50 g
",50.0,50.0,15.0,7.5
Melon seeds, 30 g,50.0,30.0,9.0,4.5
Steamed pork bun," 100 g
",0.0,100.0,30.0,0.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Cereal, 50 g,50.0,50.0,15.0,7.5
Shredded potato," 50 g
",50.0,50.0,15.0,7.5
Rice," 20 g
",50.0,20.0,6.0,3.0
Pork feet," 52 g
",0.0,52.0,15.6,0.0
Tofu, 50 g,50.0,50.0,15.0,7.5
Sugar free cake, 55 g,50.0,55.0,16.5,8.25
Fried shredded pork with green pepper," 60 g
",0.0,60.0,18.0,0.0
Shredded pork with vegetable," 60 g
",0.0,60.0,18.0,0.0
Braised wax gourd, 60 g,50.0,60.0,18.0,9.0
Bread," 100 g
",50.0,100.0,30.0,15.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Cereal, 100 g,50.0,100.0,30.0,15.0
Pumpkin paste," 60 g
",50.0,60.0,18.0,9.0
Steamed vegetable bun," 25 g
",50.0,25.0,7.5,3.75
Fermented rice cake," 120 g
",50.0,120.0,36.0,18.0
Egg, 50 g,30.0,50.0,15.0,4.5
Duck and vermicelli soup," 112 g
",50.0,112.0,33.6,16.8
Oil pastry, 50 g,50.0,50.0,15.0,7.5
Melon seed, 20 g,50.0,20.0,6.0,3.0
Coarse grain," 100 g
",40.0,100.0,30.0,12.0
Steamed  bun," 50 g
",50.0,50.0,15.0,7.5
Cucumber, 60 g,50.0,60.0,18.0,9.0
Coarse grain porridge," 80 g
",40.0,80.0,24.0,9.6
Steamed pork bun," 80 g
",0.0,80.0,24.0,0.0
Egg, 50 g,30.0,50.0,15.0,4.5
Rice," 50 g
",50.0,50.0,15.0,7.5
Lettuce," 50 g
",50.0,50.0,15.0,7.5
Shrimp," 50 g
",50.0,50.0,15.0,7.5
Sheet jelly," 50 g
",50.0,50.0,15.0,7.5
Soup," 250 ml
",50.0,250.0,75.0,37.5
Sugar," 10 g
",50.0,10.0,3.0,1.5
Biscuit, 10 g,50.0,10.0,3.0,1.5
Scrambled egg with tomato," 30 g
",30.0,30.0,9.0,2.7
Water spinach," 30 g
",50.0,30.0,9.0,4.5
Pig liver with green pepper," 30 g
",50.0,30.0,9.0,4.5
Coarse grain," 20 g
",40.0,20.0,6.0,2.4
Cucumber, 30 g,50.0,30.0,9.0,4.5
Ice cream," 10 g
",50.0,10.0,3.0,1.5
Melon seed," 10 g
",50.0,10.0,3.0,1.5
Peach, 60 g,50.0,60.0,18.0,9.0
Steamed pork bun," 100 g
",0.0,100.0,30.0,0.0
Egg," 50 g
",30.0,50.0,15.0,4.5
Milk, 100 ml,50.0,100.0,30.0,15.0
Abalone," 150 g
",50.0,150.0,45.0,22.5
Biscuit," 10 g
",50.0,10.0,3.0,1.5
Cantaloupe, 30 g,50.0,30.0,9.0,4.5
Chicken," 80 g
",50.0,80.0,24.0,12.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Grape, 40 g,50.0,40.0,12.0,6.0
Soyben milk," 100 ml
",50.0,100.0,30.0,15.0
Steamed pork bun," 80 g
",0.0,80.0,24.0,0.0
Egg, 50 g,30.0,50.0,15.0,4.5
Fried gluten puff," 60 g
",50.0,60.0,18.0,9.0
Eggplant," 50 g
",30.0,50.0,15.0,4.5
Rice, 10 g,50.0,10.0,3.0,1.5
Wax gourd," 20 g
",50.0,20.0,6.0,3.0
Water spinach," 30 g
",50.0,30.0,9.0,4.5
Cucumber," 30 g
",50.0,30.0,9.0,4.5
Broad sweet bean and sausage, 20 g,50.0,20.0,6.0,3.0
Steamed pork bun," 100 g
",0.0,100.0,30.0,0.0
Soymilk, 100 ml,50.0,100.0,30.0,15.0
Sugar, 50 g,50.0,50.0,15.0,7.5
Beef, 100 g,50.0,100.0,30.0,15.0
Poach egg," 50 g
",30.0,50.0,15.0,4.5
Fried squid with vegetable," 50 g
",50.0,50.0,15.0,7.5
Cucumber," 50 g
",50.0,50.0,15.0,7.5
Wax gourd," 50 g
",50.0,50.0,15.0,7.5
Fried garlic with duck blood curd," 50 g
",50.0,50.0,15.0,7.5
Ice cream, 50 g,50.0,50.0,15.0,7.5
Vegetable," 50 g
",50.0,50.0,15.0,7.5
Boiled pork," 100 g
",0.0,100.0,30.0,0.0
Rice, 20 g,50.0,20.0,6.0,3.0
Pear, 200 g,50.0,200.0,60.0,30.0
Hot pot, 400 g,50.0,400.0,120.0,60.0
Banana, 80 g,50.0,80.0,24.0,12.0
Wonton," 100 g
",72.5,100.0,30.0,21.75
Whole wheat bread," 100 g
",50.0,100.0,30.0,15.0
Plum juice, 100 g,50.0,100.0,30.0,15.0
Pear, 50 g,50.0,50.0,15.0,7.5
Watermelon," 120 g
",50.0,120.0,36.0,18.0
Egg," 55 g
",30.0,55.0,16.5,4.95
Wonton," 60 g
",72.5,60.0,18.0,13.05
Cake," 50 g
",50.0,50.0,15.0,7.5
Pumpkin," 50 g
",50.0,50.0,15.0,7.5
Yogurt, 100 ml,50.0,100.0,30.0,15.0
Shrimp," 100 g
",50.0,100.0,30.0,15.0
Yellow croaker," 100 g
",50.0,100.0,30.0,15.0
Durian cake, 60 g,50.0,60.0,18.0,9.0
Beef," 50 g
",50.0,50.0,15.0,7.5
Egg," 55 g
",30.0,55.0,16.5,4.95
Sticky rice cake, 50 g,50.0,50.0,15.0,7.5
Pan-fried dumplings," 150 g
",50.0,150.0,45.0,22.5
Soybean milk, 100 g,50.0,100.0,30.0,15.0
Fried egg with leek," 50 g
",30.0,50.0,15.0,4.5
Golden melon," 50 g
",50.0,50.0,15.0,7.5
Crab," 50 g
",50.0,50.0,15.0,7.5
Towel gourd and soybean," 100 g
",50.0,100.0,30.0,15.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Yellow rice wine, 250 g,50.0,250.0,75.0,37.5
Steamed vegetable bun," 150 g
",50.0,150.0,45.0,22.5
Egg, 50 g,30.0,50.0,15.0,4.5
Fried rice with egg, 150 g,30.0,150.0,45.0,13.5
Potato," 100 g
",50.0,100.0,30.0,15.0
Beef and onion," 50 g
",50.0,50.0,15.0,7.5
Salted peanut," 100 g
",50.0,100.0,30.0,15.0
Lettuce," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine, 300 ml,50.0,300.0,90.0,45.0
Steamed pork bun," 75 g
",0.0,75.0,22.5,0.0
Egg, 50 g,30.0,50.0,15.0,4.5
Pork mooncake, 150 g,0.0,150.0,45.0,0.0
Shredded golden melon," 100 g
",50.0,100.0,30.0,15.0
Towel gourd and soybean," 100 g
",50.0,100.0,30.0,15.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Peanut," 50 g
",50.0,50.0,15.0,7.5
Yellow rice wine," 300 ml
",50.0,300.0,90.0,45.0
Rice, 50 g,50.0,50.0,15.0,7.5
Steamed vegetable bun," 150 g
",50.0,150.0,45.0,22.5
Egg, 50 g,30.0,50.0,15.0,4.5
Coarse grain bread, 100 g,40.0,100.0,30.0,12.0
Lettuce," 50 g
",50.0,50.0,15.0,7.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Onion and beef," 100 g
",50.0,100.0,30.0,15.0
Shredded pork and celery, 80 g,0.0,80.0,24.0,0.0
Steamed pork bun," 100 g
",0.0,100.0,30.0,0.0
Egg, 50 g,30.0,50.0,15.0,4.5
Lettuce," 80 g
",50.0,80.0,24.0,12.0
Pig ear," 50 g
",50.0,50.0,15.0,7.5
Peanut," 50 g
",50.0,50.0,15.0,7.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Beer, 750 ml,50.0,750.0,225.0,112.5
Clam," 100 g
",50.0,100.0,30.0,15.0
Steamed fish head," 120 g
",50.0,120.0,36.0,18.0
Pig ear," 50 g
",50.0,50.0,15.0,7.5
Yellow rice wine, 300 ml,50.0,300.0,90.0,45.0
Steamed vegetable bun," 150 g
",50.0,150.0,45.0,22.5
Egg, 50 g,30.0,50.0,15.0,4.5
Beer," 750 ml
",50.0,750.0,225.0,112.5
Lettuce," 50 g
",50.0,50.0,15.0,7.5
Jellyfish head," 50 g
",50.0,50.0,15.0,7.5
Pig lung," 60 g
",50.0,60.0,18.0,9.0
Fish, 100 g,50.0,100.0,30.0,15.0
 Lettuce," 500 g
",50.0,500.0,150.0,75.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Swimming crab," 400 g
",50.0,400.0,120.0,60.0
Peanut," 50 g
",50.0,50.0,15.0,7.5
Beer, 300 ml,50.0,300.0,90.0,45.0
Steamed twisted roll," 120 g
",50.0,120.0,36.0,18.0
Soup, 250 ml,50.0,250.0,75.0,37.5
Rice," 150 g
",50.0,150.0,45.0,22.5
Lettuce," 50 g
",50.0,50.0,15.0,7.5
Salted egg, 60 g,30.0,60.0,18.0,5.4
Three kinds of cold mixed vegetables," 50 g
",50.0,50.0,15.0,7.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Rice," 100 g
",50.0,100.0,30.0,15.0
Pork and soybean," 150 g
",0.0,150.0,45.0,0.0
Wax gourd soup," 100 ml
",50.0,100.0,30.0,15.0
Celery, 100 g,50.0,100.0,30.0,15.0
Steamed bun," 100 g
",50.0,100.0,30.0,15.0
Egg, 50 g,30.0,50.0,15.0,4.5
Shredded pork with leek sprout," 100 g
",0.0,100.0,30.0,0.0
Tomato and egg soup," 120 ml
",30.0,120.0,36.0,10.8
Cabbage," 100 g
",50.0,100.0,30.0,15.0
Rice, 100 g,50.0,100.0,30.0,15.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Roast duck," 120 g
",50.0,120.0,36.0,18.0
Towel gourd soup," 150 ml
",50.0,150.0,45.0,22.5
Cauliflower," 100 g
",17.5,100.0,30.0,5.25
Fried egg with leek sprout, 100 g,30.0,100.0,30.0,9.0
Steamed bun," 100 g
",50.0,100.0,30.0,15.0
Egg, 50 g,30.0,50.0,15.0,4.5
Vegetable," 100 g
",50.0,100.0,30.0,15.0
Pork rib," 120 g
",0.0,120.0,36.0,0.0
Rice," 100 g
",50.0,100.0,30.0,15.0
Duck pieces," 50 g
",50.0,50.0,15.0,7.5
Steamed gluten, 50 g,50.0,50.0,15.0,7.5
Fish," 100 g
",50.0,100.0,30.0,15.0
Wax gourd soup," 100 ml
",50.0,100.0,30.0,15.0
Scrambled egg with towel gourd,"  100 g
",30.0,100.0,30.0,9.0
Pig foot," 50 g
",50.0,50.0,15.0,7.5
Yellow rice wine, 400 ml,50.0,400.0,120.0,60.0
Steamed vegetable bun," 100 g
",50.0,100.0,30.0,15.0
Egg, 50 g,30.0,50.0,15.0,4.5
Noodles in vegetable soup, 350 g,50.0,350.0,105.0,52.5
Meatball," 50 g
",50.0,50.0,15.0,7.5
Braised pork in brown sauce,"  100 g
",0.0,100.0,30.0,0.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Yellow rice wine," 300 ml
",50.0,300.0,90.0,45.0
Noodles, 120 g,50.0,120.0,36.0,18.0
Chinese cabbage," 50 g
",15.0,50.0,15.0,2.25
Steamed bean curd roll," 100 g
",50.0,100.0,30.0,15.0
Shrimp," 80 g
",50.0,80.0,24.0,12.0
Rice, 100 g,50.0,100.0,30.0,15.0
Beef in sour soup," 180 ml
",50.0,180.0,54.0,27.0
Crab," 125 g
",50.0,125.0,37.5,18.75
Rice cake," 50 g
",50.0,50.0,15.0,7.5
Yellow rice wine," 400 ml
",50.0,400.0,120.0,60.0
Okra, 50 g,50.0,50.0,15.0,7.5
Noodles," 100 g
",50.0,100.0,30.0,15.0
Egg, 50 g,30.0,50.0,15.0,4.5
Lettuce," 50 g
",50.0,50.0,15.0,7.5
Fish, 100 g,50.0,100.0,30.0,15.0
Hamburger," 150 g
",50.0,150.0,45.0,22.5
Chicken leg, 100 g,50.0,100.0,30.0,15.0
Egg soup," 100 ml
",30.0,100.0,30.0,9.0
Steamed bun, 100 g,50.0,100.0,30.0,15.0
Fish," 100 g
",50.0,100.0,30.0,15.0
Rice, 100 g,50.0,100.0,30.0,15.0
Hamburger," 150 g
",50.0,150.0,45.0,22.5
Fried chicken nugget, 150 g,50.0,150.0,45.0,22.5
Coarse grain pancake, 80 g,40.0,80.0,24.0,9.6
Soybean milk," 500 ml
",50.0,500.0,150.0,75.0
Steamed vegetable bun," 80 g
",50.0,80.0,24.0,12.0
Egg, 60 g,30.0,60.0,18.0,5.4
 Millet porridge," 500 g
",50.0,500.0,150.0,75.0
Tofu skin rolls with minced pork," 20 g
",0.0,20.0,6.0,0.0
Vegetable, 30 g,50.0,30.0,9.0,4.5
Lettuce, 400 g,50.0,400.0,120.0,60.0
Milk," 250 ml
",50.0,250.0,75.0,37.5
Pumpkin," 400 g
",50.0,400.0,120.0,60.0
Egg, 60 g,30.0,60.0,18.0,5.4
Millet porridge," 100 g
",50.0,100.0,30.0,15.0
Dried bean curd and potato," 20 g
",50.0,20.0,6.0,3.0
Spring chicken," 20 g
",50.0,20.0,6.0,3.0
Wax gourd and soybean, 40 g,50.0,40.0,12.0,6.0
Wax gourd and soybean, 300 g,50.0,300.0,90.0,45.0
Egg," 40 g
",30.0,40.0,12.0,3.6
Sweet and sour ginger," 5 g
",50.0,5.0,1.5,0.75
Soybean milk," 400 ml
",50.0,400.0,120.0,60.0
Beef patty, 150 g,50.0,150.0,45.0,22.5
Boiled shrimp," 60 g
",50.0,60.0,18.0,9.0
Rice," 50 g
",50.0,50.0,15.0,7.5
Pumpkin," 10 g
",50.0,10.0,3.0,1.5
Chicken leg," 30 g
",50.0,30.0,9.0,4.5
Cabbage, 200 g,50.0,200.0,60.0,30.0
Boiled shrimp," 50 g
",50.0,50.0,15.0,7.5
Cabbage, 50 g,50.0,50.0,15.0,7.5
Egg," 40 g
",30.0,40.0,12.0,3.6
Sweet and sour ginger," 5 g
",50.0,5.0,1.5,0.75
Pumpkin cake," 50 g
",50.0,50.0,15.0,7.5
Walnut, 20 g,50.0,20.0,6.0,3.0
Coarse grain," 80 g
",40.0,80.0,24.0,9.6
Dried bean curd," 250 g
",50.0,250.0,75.0,37.5
Meatball," 40 g
",50.0,40.0,12.0,6.0
Vegetable, 150 g,50.0,150.0,45.0,22.5
Vegetable," 60 g
",50.0,60.0,18.0,9.0
Oyster, 200 g,50.0,200.0,60.0,30.0
Scallion pancake," 60 g
",50.0,60.0,18.0,9.0
Egg," 60 g
",30.0,60.0,18.0,5.4
Soybean milk," 300 ml
",50.0,300.0,90.0,45.0
Nut," 25 g
",50.0,25.0,7.5,3.75
Ginger, 5 g,50.0,5.0,1.5,0.75
Coarse grain," 150 g
",40.0,150.0,45.0,18.0
Shrimp," 50 g
",50.0,50.0,15.0,7.5
Cabbage," 200 g
",50.0,200.0,60.0,30.0
Pork rib," 70 g
",0.0,70.0,21.0,0.0
Wax gourd, 100 g,50.0,100.0,30.0,15.0
Meatball," 40 g
",50.0,40.0,12.0,6.0
Cabbage," 60 g
",50.0,60.0,18.0,9.0
Fried mushroom, 200 g,12.5,200.0,60.0,7.5
